,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,sex_2,race_2,race_3
8550,8652,2,2,2,2,23.0,25.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,865201,8652,2,1,1978,865201,2.0,3,-7,-7,-7,35000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,1,3,0,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42,28.0,16.0,0,1,0
8552,8652,2,2,2,2,23.0,25.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,865203,8652,2,1,1987,865203,2.0,2,-7,-7,-7,59000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,1,4,2,3,2,-2,3,1,3,-7,9,33,36.0,16.0,0,1,0
8553,8658,2,2,2,2,26.0,26.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,865801,8658,2,2,1983,865801,2.0,-7,-7,-7,-7,43000,-7,-7,150000,90000,2.0,2.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,4,3,3,2,3,3,1,1,5,3,37,33.0,16.0,1,1,0
8554,8658,2,2,2,2,26.0,26.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,865802,8658,2,1,1992,865802,2.0,-7,-7,-7,-7,24000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,1,0
8555,8662,2,2,3,4,20.0,20.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,866201,8662,2,2,1979,866201,1.0,2,-7,-7,-7,-2,5,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,1,3,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,41,28.0,16.0,1,1,0
8557,8662,2,2,3,4,20.0,20.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,866203,8662,2,1,1983,866203,1.0,-7,-7,-7,-7,0,-7,-7,-7,-7,3.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,3,3,4,4,2,3,3,7,9,37,33.0,19.0,0,1,0
8559,8662,2,2,3,4,20.0,20.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,866205,8662,2,2,1986,866205,2.0,1,1,1,-7,1500,-7,-7,3000,-7,2.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,4,1,3,1,2,1,1,3,-7,3,33,32.0,17.0,1,1,0
8560,8662,2,2,3,4,20.0,20.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,866206,8662,2,1,1987,866206,1.0,2,-7,-7,-7,15000,-7,-7,-7,-7,1.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,4,1,1,3,-7,9,33,31.0,17.0,0,1,0
8561,8664,2,2,1,3,25.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,866401,8664,2,2,1978,866401,1.0,-7,-7,-7,-7,130000,-7,-7,120000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42,28.0,16.0,1,1,0
8564,8665,2,2,1,2,26.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,866501,8665,2,1,1982,866501,1.0,-7,-7,-7,-7,20000,-7,-7,-7,-7,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,4,1,4,1,4,1,4,4,1,4,7,6,37,33.0,16.0,0,1,0
8565,8665,2,2,1,2,26.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,866502,8665,2,2,1986,866502,2.0,2,-7,-7,-7,-1,-7,-7,-1,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,3,2,1,3,-7,-7,34,36.0,13.0,1,1,0
8567,8673,2,2,1,3,27.0,29.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,867301,8673,2,1,1978,867301,2.0,-7,-7,-7,-7,9800,-7,-7,10000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,1,1,1,1,3,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,42,28.0,16.0,0,1,0
8568,8673,2,2,1,3,27.0,29.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,867302,8673,2,2,1982,867302,1.0,-7,-7,-7,-7,42000,-7,-7,-7,-7,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,3,2,2,2,7,-7,38,27.0,17.0,1,1,0
8577,8675,2,2,2,3,29.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,867503,8675,2,2,1993,867503,3.0,2,-7,-7,-7,9000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,26,28.0,16.0,1,1,0
8578,8679,2,2,2,3,23.0,20.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,867901,8679,2,2,1975,867901,1.0,-7,-7,-7,-7,100000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,45,28.0,16.0,1,1,0
8580,8679,2,2,2,3,23.0,20.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,867903,8679,2,2,1996,867903,2.0,-7,-7,-7,-7,21000,-7,-7,-7,-7,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3,0,0,0,0,2,1,3,0,0,0,0,1,1,3,2,3,2,3,2,2,2,1,3,-7,-7,24,30.0,17.0,1,1,0
8581,8680,2,2,2,3,20.0,30.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,868001,8680,2,1,1992,868001,1.0,3,-7,-7,-7,13000,-7,-7,30000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,1,0
8582,8680,2,2,2,3,20.0,30.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,868002,8680,2,2,1995,868002,1.0,-7,-7,-7,-7,8000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,2,3,2,3,2,3,3,2,2,6,-7,25,34.0,13.0,1,1,0
8583,8684,2,2,1,4,24.0,30.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,868401,8684,2,2,1982,868401,1.0,-7,-7,-7,-7,33000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,2,2,2,2,3,3,3,3,2,2,3,6,3,38,27.0,16.0,1,1,0
8588,8690,2,2,2,-3,25.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,13,13,869002,8690,2,1,1982,869002,1.0,1,-7,-7,-7,8000,-7,-7,-7,-7,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,3,2,3,3,2,2,3,1,9,38,26.0,18.0,0,1,0
8589,8690,2,2,2,-3,25.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,13,13,869003,8690,2,1,1983,869003,1.0,4,-7,-7,-7,32000,-7,-7,20000,-7,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,3,2,4,1,4,4,2,2,2,3,7,9,37,29.0,17.0,0,1,0
8592,8692,2,2,1,2,20.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,869202,8692,2,1,1990,869202,1.0,1,-7,-7,-7,-2,1,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,3,0,1,3,3,0,0,3,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,0,1,0
8594,8692,2,2,1,2,20.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,869204,8692,2,2,1997,869204,1.0,2,-7,-7,-7,560,-7,-7,-7,-7,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3,0,0,0,0,2,0,2,0,0,0,0,2,2,3,2,3,4,4,3,4,1,1,2,-7,-7,23,24.0,17.0,1,1,0
8597,8694,2,2,2,3,20.0,28.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,869401,8694,2,2,1983,869401,2.0,-7,-7,-7,-7,204398,-7,6000,-7,-7,1.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,1,2,3,2,2,2,1,2,5,9,37,27.0,14.0,1,1,0
8600,8696,2,2,1,4,24.0,24.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,869601,8696,2,2,1979,869601,1.0,-7,-7,-7,-7,24000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,1,3,1,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,42,28.0,16.0,1,1,0
8611,8705,1,2,1,2,19.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,870503,8705,1,1,1987,870503,1.0,1,2,-7,-7,0,-7,-7,-7,-7,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,4,2,3,3,2,3,-7,9,33,27.0,15.0,0,0,0
8615,8706,1,2,2,3,28.0,30.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,870604,8706,1,1,1990,870604,1.0,2,-7,-7,-7,39760,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,2,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,30,28.0,16.0,0,0,0
8619,8708,1,2,1,3,18.0,20.0,-5,-5,-5,-5,-5,-5,9,-4,-4,-4,870802,8708,1,1,1992,870802,1.0,3,-7,-7,-7,20000,-7,-7,30000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,28,28.0,16.0,0,0,0
8620,8708,1,2,1,3,18.0,20.0,-5,-5,-5,-5,-5,-5,9,-4,-4,-4,870803,8708,1,1,1995,870803,3.0,2,-7,-7,-7,12000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,3,3,3,3,3,2,3,7,-7,25,31.0,16.0,0,0,0
8666,8759,1,2,2,3,20.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,875902,8759,1,2,1987,875902,2.0,-7,-7,-7,-7,58000,-7,-7,225974,-7,1.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,2,1,3,2,3,3,1,3,-7,-2,33,30.0,13.0,1,0,0
8689,8787,2,2,1,2,19.0,24.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,878702,8787,2,2,1982,878702,2.0,4,2,-7,-7,30000,-7,-7,-7,-7,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,4,2,3,3,2,2,5,-2,38,25.0,18.0,1,1,0
8694,8794,2,2,2,3,21.0,24.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,879401,8794,2,1,1978,879401,2.0,1,3,2,-7,15000,-7,-7,24000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,1,3,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,42,28.0,16.0,0,1,0
8697,8794,2,2,2,3,21.0,24.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,879404,8794,2,2,1993,879404,1.0,2,1,1,-7,12000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,26,28.0,16.0,1,1,0
8735,8840,2,2,3,3,21.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,884001,8840,2,1,1978,884001,1.0,-7,-7,-7,-7,50000,-7,-7,34000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,42,28.0,16.0,0,1,0
8749,8853,1,2,3,4,30.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,885302,8853,1,2,1992,885302,1.0,3,-7,-7,-7,5000,-7,-7,20000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,0
8753,8858,1,2,3,3,20.0,20.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,885801,8858,1,1,1986,885801,2.0,-7,-7,-7,-7,25000,-7,-7,33000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,2,2,2,2,3,-7,1,34,27.0,16.0,0,0,0
8755,8861,1,2,3,3,23.0,22.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,886101,8861,1,1,1986,886101,1.0,-7,-7,-7,-7,-1,-7,-7,-1,-7,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,-2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1,2,-1,-1,4,2,3,3,4,-1,2,3,-7,4,34,22.0,18.0,0,0,0
8756,8861,1,2,3,3,23.0,22.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,886102,8861,1,2,1994,886102,1.0,2,-7,-7,-7,95000,-7,-7,-7,-7,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,4,1,4,1,4,2,1,4,7,-7,26,27.0,19.0,1,0,0
8758,8864,1,2,2,3,23.0,20.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,886402,8864,1,1,1986,886402,1.0,1,-7,-7,-7,204398,-7,-7,225974,-7,1.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,1,4,1,4,2,2,3,2,3,-7,3,34,30.0,15.0,0,0,0
8768,8870,1,2,3,3,18.0,27.0,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,887003,8870,1,1,1986,887003,1.0,2,-7,-7,-7,204398,-7,295000,0,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,1,2,2,2,2,3,2,3,1,3,-7,9,34,32.0,13.0,0,0,0
8781,8890,1,2,3,3,20.0,29.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,889001,8890,1,1,1982,889001,1.0,-7,-7,-7,-7,28000,-7,-7,67000,-7,1.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,1,1,4,1,4,3,1,3,7,-2,38,36.0,14.0,0,0,0
8785,8896,1,2,2,3,21.0,30.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,889601,8896,1,2,1982,889601,2.0,2,-7,-7,-7,100000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,2,4,3,3,4,2,4,2,1,3,7,2,38,30.0,16.0,1,0,0
8787,8899,1,2,2,3,17.0,17.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,889901,8899,1,2,1987,889901,1.0,2,-7,-7,-7,20000,-7,-7,30000,-7,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,3,3,3,3,3,4,3,2,3,-7,3,33,27.0,21.0,1,0,0
8788,8900,1,2,2,3,17.0,18.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,890001,8900,1,2,1987,890001,2.0,-7,-7,-7,-7,65000,-7,-7,70000,-7,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,3,3,2,2,2,1,2,-7,-7,33,29.0,17.0,1,0,0
8790,8900,1,2,2,3,17.0,18.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,890003,8900,1,1,1993,890003,1.0,-7,-7,-7,-7,48000,-7,-7,35000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,0,0,0
8791,8900,1,2,2,3,17.0,18.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,890004,8900,1,2,1994,890004,2.0,-7,-7,-7,-7,40000,-7,-7,50000,-7,1.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,1,3,1,4,1,4,3,1,3,5,-7,26,29.0,15.0,1,0,0
8792,8900,1,2,2,3,17.0,18.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,890005,8900,1,1,1996,890005,2.0,2,1,-7,-7,9000,-7,-7,-7,-7,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3,0,0,0,0,0,1,2,1,0,0,0,2,2,2,3,4,2,3,2,3,3,2,3,-7,-7,24,25.0,18.0,0,0,0
8796,8904,1,2,3,3,19.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,890401,8904,1,2,1983,890401,1.0,2,4,-7,-7,50000,-7,-7,0,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,1,2,2,2,2,4,2,3,3,2,3,5,8,37,31.0,13.0,1,0,0
8797,8904,1,2,3,3,19.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,890402,8904,1,2,1991,890402,2.0,-7,-7,-7,-7,13500,-7,-7,62000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,0,0
8798,8904,1,2,3,3,19.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,890403,8904,1,1,1999,890403,3.0,-7,-7,-7,-7,7000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,21,28.0,16.0,0,0,0
8800,8909,1,2,2,2,27.0,26.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,890902,8909,1,2,1983,890902,1.0,1,-7,-7,-7,77000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,3,2,2,3,7,-7,37,27.0,16.0,1,0,0
8803,8910,1,2,3,3,20.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,891003,8910,1,2,1998,891003,1.0,-7,-7,-7,-7,2000,-7,-7,65000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,22,28.0,16.0,1,0,0
8805,8912,1,2,2,3,26.0,27.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,891202,8912,1,1,1986,891202,2.0,-7,-7,-7,-7,35000,-7,-7,225974,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-2,1,4,2,4,2,3,3,2,3,-7,3,34,27.0,16.0,0,0,0
8807,8916,1,2,2,2,19.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,891601,8916,1,2,1975,891601,2.0,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,45,28.0,16.0,1,0,0
