,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobsatisfaction1,jobsatisfaction2,jobsatisfaction3,jobsatisfaction4,jobsatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age
9555,9740,3,2,2,3,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,974001,9740,3,1,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9556,9740,3,2,2,3,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,974002,9740,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9557,9748,3,2,4,2,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,974801,9748,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9558,9748,3,2,4,2,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,974802,9748,3,1,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9559,9750,3,2,2,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,975001,9750,3,1,1975,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9560,9750,3,2,2,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,975002,9750,3,1,1980,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9561,9750,3,2,2,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,975003,9750,3,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9562,9753,3,2,2,4,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,975301,9753,3,1,1980,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9563,9754,1,2,2,3,22,17,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,975401,9754,1,1,1976,975401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9564,9754,1,2,2,3,22,17,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,975402,9754,1,2,1978,975402,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9565,9754,1,2,2,3,22,17,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,975403,9754,1,2,1980,975403,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9566,9754,1,2,2,3,22,17,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,975404,9754,1,1,1981,975404,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9567,9755,3,2,4,3,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,975501,9755,3,2,1977,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9568,9755,3,2,4,3,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,975502,9755,3,2,1979,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9569,9756,2,2,3,4,-5,29,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,975601,9756,2,1,1974,975601,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9570,9756,2,2,3,4,-5,29,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,975602,9756,2,1,1975,975602,2,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,1,3,1,0,3,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,8,45
9571,9757,2,2,3,3,30,20,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,975701,9757,2,1,1996,975701,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9572,9757,2,2,3,3,30,20,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,975702,9757,2,2,1997,975702,1,3,4,-7,-7,23000,-7,-7,-7,-7,2,1,3,3,2,3,3,3,3,2,3,2,3,3,2,2,2,3,3,0,0,0,0,0,3,0,0,0,0,1,1,3,1,3,2,3,2,4,3,1,3,-7,-7,22
9573,9758,2,2,2,3,25,-5,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,975801,9758,2,2,1980,975801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9574,9758,2,2,2,3,25,-5,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,975802,9758,2,1,1993,975802,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9575,9758,2,2,2,3,25,-5,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,975803,9758,2,1,1995,975803,1,2,2,-7,-7,60000,-7,-7,-7,-7,2,2,2,3,2,3,2,4,3,2,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,3,2,2,3,7,-7,26
9576,9763,1,2,1,2,24,19,-5,-5,-5,-5,-5,-5,-5,8,-4,-4,976301,9763,1,1,1994,976301,2,4,2,2,-7,12000,-7,-7,-7,-7,3,1,1,3,2,2,2,2,3,3,2,3,1,2,3,3,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,2,1,4,1,3,1,1,4,3,-7,26
9577,9763,1,2,1,2,24,19,-5,-5,-5,-5,-5,-5,-5,8,-4,-4,976302,9763,1,2,1997,976302,1,3,1,-7,-7,3000,-7,-7,-7,-7,1,1,1,4,1,4,1,4,4,1,4,1,4,4,3,1,2,4,0,0,0,0,3,2,3,0,0,0,0,1,1,3,1,3,1,4,2,3,3,1,3,-7,-7,23
9578,9765,2,2,2,2,17,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,976501,9765,2,1,1981,976501,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9579,9765,2,2,2,2,17,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,976502,9765,2,2,1987,976502,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9580,9766,2,2,4,4,23,20,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,976601,9766,2,2,1989,976601,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9581,9768,2,2,2,3,19,18,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,976801,9768,2,1,1977,976801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9582,9768,2,2,2,3,19,18,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,976802,9768,2,1,1982,976802,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9583,9768,2,2,2,3,19,18,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,976803,9768,2,1,1988,976803,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9584,9772,1,2,3,3,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,977201,9772,1,2,1981,977201,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9585,9772,1,2,3,3,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,977202,9772,1,1,1985,977202,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9586,9772,1,2,3,3,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,977203,9772,1,1,1989,977203,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9587,9772,1,2,3,3,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,977204,9772,1,2,1992,977204,2,-7,-7,-7,-7,33000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
9588,9772,1,2,3,3,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,977205,9772,1,1,1994,977205,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9589,9774,3,2,3,3,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,977401,9774,3,2,1982,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9590,9774,3,2,3,3,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,977402,9774,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9591,9778,1,2,1,2,24,18,7,-4,-4,-4,-4,-4,-4,-5,-4,-4,977801,9778,1,2,1980,977801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9592,9778,1,2,1,2,24,18,7,-4,-4,-4,-4,-4,-4,-5,-4,-4,977802,9778,1,1,1987,977802,-7,-7,-7,-7,-7,44000,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,3,0,0,0,0,1,2,3,2,2,2,4,2,3,3,2,3,-7,3,33
9593,9778,1,2,1,2,24,18,7,-4,-4,-4,-4,-4,-4,-5,-4,-4,977803,9778,1,1,1988,977803,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9594,9784,1,2,2,2,20,24,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,978401,9784,1,2,1983,978401,1,1,-7,-7,-7,37000,-7,-7,34000,-7,2,1,2,3,2,4,2,4,4,1,4,1,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,3,1,3,2,2,2,1,3,6,9,37
9595,9784,1,2,2,2,20,24,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,978402,9784,1,1,1986,978402,2,1,1,-7,-7,42000,-7,-7,20000,-7,1,1,1,4,2,4,2,3,3,2,4,1,3,3,2,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,3,1,4,1,3,2,1,3,-7,9,34
9596,9784,1,2,2,2,20,24,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,978403,9784,1,1,1987,978403,2,1,-7,-7,-7,12000,-7,-7,0,-7,3,4,2,2,3,3,1,3,3,3,4,2,2,2,3,3,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,1,4,1,4,1,2,3,1,3,-7,6,33
9597,9789,1,2,2,3,25,19,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,978901,9789,1,1,1985,978901,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9598,9789,1,2,2,3,25,19,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,978902,9789,1,1,1988,978902,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9599,9789,1,2,2,3,25,19,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,978903,9789,1,1,1989,978903,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9600,9790,1,2,3,3,18,23,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,979001,9790,1,1,1988,979001,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9601,9790,1,2,3,3,18,23,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,979002,9790,1,2,1990,979002,2,2,-7,-7,-7,0,-7,-7,56000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
9602,9790,1,2,3,3,18,23,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,979003,9790,1,1,1993,979003,2,-7,-7,-7,-7,32000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27
9603,9795,3,2,3,3,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979501,9795,3,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9604,9795,3,2,3,3,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979502,9795,3,1,1983,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9605,9795,3,2,3,3,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979503,9795,3,1,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9606,9796,3,2,2,2,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979601,9796,3,2,1983,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9607,9796,3,2,2,2,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979602,9796,3,1,1984,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9608,9796,3,2,2,2,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979603,9796,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9609,9796,3,2,2,2,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979604,9796,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9610,9797,3,2,3,3,28,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979701,9797,3,1,1979,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9611,9797,3,2,3,3,28,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979702,9797,3,2,1984,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9612,9798,3,2,1,2,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979801,9798,3,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9613,9798,3,2,1,2,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979802,9798,3,2,1982,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9614,9798,3,2,1,2,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979803,9798,3,1,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
9615,9798,3,2,1,2,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,979804,9798,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
